SKU,DESCRIPTION,DIMENSIONS (W X D X H),WGT,PRICE CND,
EUR-QEN-XX,EUREKA MOONGLIDER QUEEN FUTON - COMPLETE,(Frame) 81.37 x 40.5 x 38,101.4,$257.00,
BA-EUR-XX,Eureka Arm Set,(Arm)  24 x 34.6 x 2.8,15.4,$47.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body) 38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
EUR-LST-XX,EUREKA LOVE SEAT LOUNGER FUTON - COMPLETE,(Frame) 57.3 x 38.5 x 34.37,88.2,$242.00,
BA-EUR-XX,Eureka Arm Set,(Arm)  24 x 34.6 x 2.8,15.4,$47.00,
BL-LST-XX,Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
EUR-TWN-XX,EUREKA TWIN LOUNGER FUTON - COMPLETE,(Frame) 42.2 x 38.5 x 34.37,72.7,$199.00,
BA-EUR-XX,Eureka Arm Set,(Arm)  24 x 34.6 x 2.8,15.4,$47.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
FUJ-FUL-XX,FUJI MOONGLIDER FULL FUTON  - COMPLETE,(Frame) 81.1 x 39 x 34.37,102.6,$264.00,
BA-FUJ-XX,Fuji Arm Set,(Arm)  27.6 x 38.2 x 5.1,27.6,$76.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
FUJ-QEN-XX,FUJI MOONGLIDER QUEEN FUTON - COMPLETE,(Frame) 86.5 x 40.5 x 38,113.6,$286.00,
BA-FUJ-XX,Fuji Arm Set,(Arm)  27.6 x 38.2 x 5.1,27.6,$76.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body) 38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
FUJ-LST-XX,FUJI LOVE SEAT LOUNGER FUTON - COMPLETE,(Frame) 62.55 x 39 x 34.37,100.4,$271.00,
BA-FUJ-XX,Fuji Arm Set,(Arm)  27.6 x 38.2 x 5.1,27.6,$76.00,
BL-LST-XX,Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
FUJ-TWN-XX,FUJI TWIN LOUNGER FUTON - COMPLETE,(Frame) 47.45 x 39 x 34.37,84.9,$228.00,
BA-FUJ-XX,Fuji Arm Set,(Arm)  27.6 x 38.2 x 5.1,27.6,$76.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
KEY-FUL-WH,KEY WEST MOONGLIER FULL FUTON - COMPLETE,(Frame) 81 x 39 x 34.37,123.5,$301.00,
BA-KEY-WH,Key West Arm Set,(Arm)  27.2 x 36.6 x 4.5,48.5,$113.00,
BMG-FUL-WH,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
KEY-QEN-WH,KEY WEST MOONGLIDER QUEEN FUTON - COMPLETE,(Frame) 86.4 x 40.5 x 34.37,134.5,$323.00,
BA-KEY-WH,Key West Arm Set,(Arm)  27.2 x 36.6 x 4.5,48.5,$113.00,
BMG-QEN-WH,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
KEY-LST-WH,KEY WEST LOVE SEAT LOUNGER FUTON - COMPLETE,(Frame) 62.3 x 39 x 34.9,121.3,$308.00,
BA-KEY-WH,Key West Arm Set,(Arm)  27.2 x 36.6 x 4.5,48.5,$113.00,
BL-LST-WH,Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
KEY-TWN-WH,KEY WEST TWIN LOUNGER FUTON  - COMPLETE,(Frame) 47.2 x 39 x 34.9,105.8,$265.00,
BA-KEY-WH,Key West Arm Set,(Arm)  27.2 x 36.6 x 4.5,48.5,$113.00,
BL-TWN-WH,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
KIN-FUL-XX,KINGSTON MOONGLIDER FULL FUTON  - COMPLETE,(Frame) 81 x 39 x 34.37,98.1,$253.00,
BA-KIN-XX,Kingston Arm Set,(Arm)  26.2 x 37 x 4.1,23.1,$65.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
KIN-QEN-XX,KINGSTON MOONGLIDER QUEEN FUTON - COMPLETE,(Frame) 86.4 x 40.5 x 34.37,109.1,$275.00,
BA-KIN-XX,Kingston Arm Set,(Arm)  26.2 x 37 x 4.1,23.1,$65.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
KIN-LST-XX,KINGSTON LOVE SEAT LOUNGER FUTON - COMPLETE,(Frame) 62.3 x 39 x 34.9,95.9,$260.00,
BA-KIN-XX,Kingston Arm Set,(Arm)  26.2 x 37 x 4.1,23.1,$65.00,
BL-LST-XX,Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
KIN-TWN-XX,KINGSTON TWIN LOUNGER FUTON - COMPLETE,(Frame) 47.2 x 39 x 34.9,80.4,$217.00,
BA-KIN-XX,Kingston Arm Set,(Arm)  26.2 x 37 x 4.1,23.1,$65.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
NAP-FUL-XX,NAPLES MOONGLIDER FULL FUTON  - COMPLETE,(Frame) 98.75 x 39 x 34.37,105.9,$285.00,
BA-NAP-XX,Naples Arm Set,(Arm)  24.6 x 35.4 x 6.1,30.9,$97.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
NAP-QEN-XX,NAPLES MOONGLIDER QUEEN FUTON  - COMPLETE,(Frame) 104.12 x 40.5 x 38,116.9,$307.00,
BA-NAP-XX,Naples Arm Set,(Arm)  24.6 x 35.4 x 6.1,30.9,$97.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
NAP-LST-XX,NAPLES LOVE SEAT LOUNGER FUTON  - COMPLETE,(Frame) 80.05 x 40.5 x 34.37,103.7,$292.00,
BA-NAP-XX,Naples Arm Set,(Arm)  24.6 x 35.4 x 6.1,30.9,$97.00,
BL-LST-XX,Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
NAP-TWN-XX,NAPLES TWIN LOUNGER FUTON  - COMPLETE,(Frame) 64.95 x 40.5 x 34.37,88.2,$249.00,
BA-NAP-XX,Naples Arm Set,(Arm)  24.6 x 35.4 x 6.1,30.9,$97.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
POR-FUL-XX,PORTOFINO MOONGLIDER FULL FUTON - COMPLETE,(Frame) 85 x 37 x 33.25,138.9,$364.00,
BA-POR-XX,Portofino Arm Set,(Arm)  26.75 x 37.5 x 10.57,63.9,$176.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
POR-QEN-XX,PORTOFINO MOONGLIDER QUEEN FUTON - COMPLETE,(Frame) 90.37 x 38.62 x 36.87,149.9,$386.00,
BA-POR-XX,Portofino Arm Set,(Arm)  26.75 x 37.5 x 10.57,63.9,$176.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
POR-LST-XX,PORTOFINO LOVE SEAT LOUNGER FUTON  - COMPLETE,(Frame) 65.3 x 37 x 33.25,136.7,$371.00,
BA-POR-XX,Portofino Arm Set,(Arm)  26.75 x 37.5 x 10.57,63.9,$176.00,
BL-LST-XX,Standard Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
POR-TWN-XX,PORTOFINO TWIN LOUNGER FUTON  - COMPLETE,(Frame) 51.2 x 37 x 33.25,121.2,$328.00,
BA-POR-XX,Portofino Arm Set,(Arm)  26.75 x 37.5 x 10.57,63.9,$176.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
SEA-FUL-XX,SEATTLE MOONGLIDER FULL FUTON  - COMPLETE,(Frame) 98.75 x 39 x 34.37,116.9,$293.00,
BA-SEA-XX,Seattle Arm Set,(Arm)  24.6 x 35.4 x 6.1,41.9,$105.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
SEA-QEN-XX,SEATTLE MOONGLIDER QUEEN FUTON - COMPLETE,(Frame) 104.12 x 40.5 x 38,127.9,$315.00,
BA-SEA-XX,Seattle Arm Set,(Arm)  24.6 x 35.4 x 6.1,41.9,$105.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
SEA-LST-XX,SEATTLE LOVE SEAT LOUNGER FUTON  - COMPLETE,(Frame) 80.05 x 40.5 x 34.37,114.7,$300.00,
BA-SEA-XX,Seattle Arm Set,(Arm)  24.6 x 35.4 x 6.1,41.9,$105.00,
BL-LST-XX,Standard Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
SEA-TWN-XX,SEATTLE TWIN LOUNGER FUTON  - COMPLETE,(Frame) 64.95 x 40.5 x 34.37,99.2,$257.00,
BA-SEA-XX,Seattle Arm Set,(Arm)  24.6 x 35.4 x 6.1,41.9,$105.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
SOL-FUL-XX,SOLSTICE MOONGLIDER FULL FUTON  - COMPLETE,(Frame) 83.12 x 37.37 x 34.5,127.9,$370.00,
BA-SOL-XX,Solstice Arm Set,(Arm)  28 x 35.8 x 7.8,52.9,$182.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
SOL-QEN-XX,SOLSTICE MOONGLIDER QUEEN FUTON  - COMPLETE,(Frame) 88.5 x 38.75 x 38.25,138.9,$392.00,
BA-SOL-XX,Solstice Arm Set,(Arm)  28 x 35.8 x 7.8,52.9,$182.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
SOL-LST-XX,SOLSTICE LOVE SEAT LOUNGER FUTON  - COMPLETE,(Frame) 64.42 x 38.75 x 34.5,125.7,$377.00,
BA-SOL-XX,Solstice Arm Set,(Arm)  28 x 35.8 x 7.8,52.9,$182.00,
BL-LST-XX,Standard Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
SOL-TWN-XX,SOLSTICE TWIN LOUNGER FUTON  - COMPLETE,(Frame) 49.32 x 38.75 x 34.5,110.2,$334.00,
BA-SOL-XX,Solstice Arm Set,(Arm)  28 x 35.8 x 7.8,52.9,$182.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
SUN-FUL-XX,SUNRISE MOONGLIDER FULL FUTON  - COMPLETE,(Frame) 99.13 x 37.37 x 34.5,125.7,$324.00,
BA-SUN-XX,Sunrise Arm Set,(Arm)  28.1 x 36.4 x 5.7,50.7,$136.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
SUN-QEN-XX,SUNRISE MOONGLIDER QUEEN FUTON - COMPLETE,(Frame) 104.5 x 38.75 x 38.25,136.7,$346.00,
BA-SUN-XX,Sunrise Arm Set,(Arm)  28.1 x 36.4 x 5.7,50.7,$136.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
SUN-LST-XX,SUNRISE LOVE SEAT LOUNGER FUTON - COMPLETE,(Frame) 80.43 x 38.75 x 34.5,123.5,$331.00,
BA-SUN-XX,Sunrise Arm Set,(Arm)  28.1 x 36.4 x 5.7,50.7,$136.00,
BL-LST-XX,Standard Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
SUN-TWN-XX,SUNRISE TWIN LOUNGER FUTON - COMPLETE,(Frame) 65.33 x 38.75 x 34.5,108,$288.00,
BA-SUN-XX,Sunrise Arm Set,(Arm)  28.1 x 36.4 x 5.7,50.7,$136.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
TRI-FUL-XX,TRINITY MOONGLIDER FULL FUTON - COMPLETE,(Frame) 79.3 x 36.9 x 34.5,96.2,$245.00,
BA-TRI-XX,Trinity Arm Set,(Arm)  25.8 x 34.4 x 3.1,21.2,$57.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
TRI-QEN-XX,TRINITY MOONGLIDER QUEEN FUTON - COMPLETE,(Frame) 84.6 x 37.7 x 35.6,107.2,$267.00,
BA-TRI-XX,Trinity Arm Set,(Arm)  25.8 x 34.4 x 3.1,21.2,$57.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
TRI-LST-XX,TRINITY LOVE SEAT LOUNGER FUTON - COMPLETE,(Frame) 60.6 x 37.7 x 34.5,94,$252.00,
BA-TRI-XX,Trinity Arm Set,(Arm)  25.8 x 34.4 x 3.1,21.2,$57.00,
BL-LST-XX,Standard Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
TRI-TWN-XX,TRINITY TWIN LOUNGER FUTON - COMPLETE,(Frame) 45.4 x 37.7 x 34.5,78.5,$209.00,
BA-TRI-XX,Trinity Arm Set,(Arm)  25.8 x 34.4 x 3.1,21.2,$57.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
TWI-FUL-XX,TWILIGHT MOONGLIDER FULL FUTON - COMPLETE,(Frame) 86.37 x 37.5 x 34.5,119.1,$316.00,
BA-TWI-XX,Twilight Arm Set,(Arm)  28.3 x 37.6 x 6.1,44.1,$128.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
TWI-QEN-XX,TWILIGHT MOONGLIDER QUEEN FUTON  - COMPLETE,(Frame) 91.75 x 38.75 x 38.25,130.1,$338.00,
BA-TWI-XX,Twilight Arm Set,(Arm)  28.3 x 37.6 x 6.1,44.1,$128.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
TWI-LST-XX,TWILIGHT LOVE SEAT LOUNGER FUTON  - COMPLETE,(Frame) 67.67 x 38.75 x 37.5,116.9,$323.00,
BA-TWI-XX,Twilight Arm Set,(Arm)  28.3 x 37.6 x 6.1,44.1,$128.00,
BL-LST-XX,Standard Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
TWI-TWN.XX,TWILIGHT TWIN LOUNGER FUTON - COMPLETE,(Frame) 52.57 x 38.75 x 37.5,101.4,$280.00,
BA-TWI-XX,Twilight Arm Set,(Arm)  28.3 x 37.6 x 6.1,44.1,$128.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
VEN-FUL-XX,VENICE MOONGLIDER FULL FUTON - COMPLETE,(Frame) 85.37 x 39 x 34.37,114.7,$320.00,
BA-VNC-XX,Venice Arm Set,(Arm)  30.3 x 35.8 x 6.3,39.7,$132.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
VEN-QEN-XX,VENICE MOONGLIDER QUEEN FUTON - COMPLETE,(Frame) 90.87 x 40.5 x 38,125.7,$342.00,
BA-VNC-XX,Venice Arm Set,(Arm)  30.3 x 35.8 x 6.3,39.7,$132.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
VEN-LST-XX,VENICE LOVE SEAT LOUNGER FUTON - COMPLETE,(Frame) 67.05 x 40.5 x 34.37,112.5,$327.00,
BA-VNC-XX,Venice Arm Set,(Arm)  30.3 x 35.8 x 6.3,39.7,$132.00,
BL-LST-XX,Standard Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
VEN-TWN-XX,VENICE TWIN LOUNGER FUTON - COMPLETE,(Frame) 51.57 x 40.5 x 34.37,900,$284.00,
BA-VNC-XX,Venice Arm Set,(Arm)  30.3 x 35.8 x 6.3,39.7,$132.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
WNC-FUL-XX,WINCHESTER MOONGLIDER FULL FUTON  - COMPLETE,(Frame) 81.12 x 39 x 34.37,102.6,$280.00,
BA-WNC-XX,Winchester Arm Set,(Arm)  30.3 x 38 x 4.1,27.6,$92.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
WNC-QEN-XX,WINCHESTER MOONGLIDER QUEEN FUTON - COMPLETE,(Frame) 86.5 x 39 x 34.37,113.6,$302.00,
BA-WNC-XX,Winchester Arm Set,(Arm)  30.3 x 38 x 4.1,27.6,$92.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
WNC-LST-XX,WINCHESTER LOVE SEAT LOUNGER FUTON - COMPLETE,(Frame) 62.42 x 39 x 34.37,100.4,$287.00,
BA-WNC-XX,Winchester Arm Set,(Arm)  30.3 x 38 x 4.1,27.6,$92.00,
BL-LST-XX,Standard Love Seat Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
WNC-TWN-XX,WINCHESTER TWIN LOUNGER FUTON - COMPLETE,(Frame) 47.32 x 39 x 34.37,84.9,$244.00,
BA-WNC-XX,Winchester Arm Set,(Arm)  30.3 x 38 x 4.1,27.6,$92.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
WNT-FUL-XX,WINTER MOONGLIDER FULL FUTON FRAME COMPLETE,(Frame) 84.62 x 37.37 x 34.5,123.5,$327.00,
BA-WNT-XX,Winter Arm Set,(Arm)  27.4 x 35.2 x 8.5,48.5,$139.00,
BMG-FUL-XX,Moon Glider Full Body,(Body)   34.3 x 76 x 5.3,75,$188.00,
,,,,,
WNT-QEN-XX,WINTER MOONGLIDER QUEEN FUTON FRAME COMPLETE,(Frame) 90 x 38.75 x 38.25,134.5,$349.00,
BA-WNT-XX,Winter Arm Set,(Arm)  27.4 x 35.2 x 8.5,48.5,$139.00,
BMG-QEN-XX,Moon Glider Queen Body,(Body)   38.2 x 81.1 x 5.3,86,$210.00,
,,,,,
WNT-LST-XX,WINTER FULL LOUNGER FUTON FRAME COMPLETE,(Frame) 65.9 x 38.75 x 34.5,121.3,$334.00,
BA-WNT-XX,Winter Arm Set,(Arm)  27.4 x 35.2 x 8.5,48.5,$139.00,
BL-LST-XX,Standard Full Lounger Body,(Body)   35.6 x 59.1 x 5.1,72.8,$195.00,
,,,,,
WNT-TWN,WINTER TWIN LOUNGER FUTON FRAME COMPLETE,(Frame) 50.8 x 38.75 x 34.5,105.8,$291.00,
BA-WNT-XX,Winter Arm Set,(Arm)  27.4 x 35.2 x 8.5,48.5,$139.00,
BL-TWN-XX,Standard Twin Lounger Body,(Body) 35.6 x 44.1 x 5.1,57.3,$152.00,
,,,,,
,,,,,
LBD-FUL-XX,Standard Full Futon Drawers,(Drawer) 75.1 x 20.5 x 9.7,37.5,$96.00,
,,(Box) 25.6 x 43.3 x 3.1,,,
,,,,,
LBD-QEN-XX,Standard Queen Futon Drawers,(Drawer) 80.5 x 20.5 x 9.7,41.9,$102.00,
,,(Box) 25.6 x 43.3 x 3.1,,,
,,(Box) 25.6 x 43.3 x 3.1,,,
,,,,,
MND-SEA-FUL-XXX,SEASIDE FULL MICROFIBER MATTRESS,54 x 75 x 10,72,$183.00,
,,,,,
MND-SEA-QEN-XXX,SEASIDE QUEEN MICROFIBER MATTRESS,60 x 80 x 10,76,$187.00,
,,,,,
MND-PCP-FUL-XXX,POCKET COIL PLUS FULL MATTRESS,54 x 75 x 9,66,$296.00,
,,,,,
MND-PCP-QEN-XXX,POCKET COIL PLUS QUEEN MATTRESS,60 x 80 x 9,73,$349.00,
,,,,,
MND-SOM-TWN,Somnus Twin Pocket coil Mattress,72 x 36 x 6,36,$113.00,
,,,,,
MND-SOM-FUL,Somnus Full Pocket coil Mattress,72 x 54 x 6,48,$153.00,
,,(Box) 72 x 54 x 6,,,
