Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Wholesale Furniture Brokers
walker-edison-lowell-16-inch-modern-square-side-table,Lowell 16 Inch Modern Square Side Table - Available in 3 Colours,Colour,Dark Concrete,,,,,AF16LWSTDC,,,48
walker-edison-modern-glam-square-side-table,Modern Glam Square Side Table - Available in 3 Colours,Colour,Faux White Marble/Gold,,,,,AF16LUXWMG,,,66
walker-edison-modern-glam-square-side-table,Modern Glam Square Side Table - Available in 3 Colours,Colour,Faux White Marble/Chrome,,,,,AF16LUXMCR,,,0
walker-edison-modern-glam-square-side-table,Modern Glam Square Side Table - Available in 3 Colours,Colour,Dark Walnut/Gold,,,,,AF16LUXDWG,,,31
walker-edison-16-urban-industrial-mesh-metal-shelf-hairpin-leg-side-table,16” Urban Industrial Mesh Metal Shelf Hairpin Leg Side Table - Available in 3 Colours,Colour,Rustic Oak,,,,,AF16LOSTRO,,,19
walker-edison-16-urban-industrial-mesh-metal-shelf-hairpin-leg-side-table,16” Urban Industrial Mesh Metal Shelf Hairpin Leg Side Table - Available in 3 Colours,Colour,Dark Walnut,,,,,AF16LOSTDW,,,62
walker-edison-16-urban-industrial-mesh-metal-shelf-hairpin-leg-side-table,16” Urban Industrial Mesh Metal Shelf Hairpin Leg Side Table - Available in 3 Colours,Colour,Grey Wash,,,,,AF16LOSTGW,,,68
walker-edison-3-piece-hex-modern-wood-nesting-tables,3 Piece Hex Modern Wood Nesting Tables - Available in 2 Colours,Colour,Faux White Marble/Gold,,,,,AF16HEX3WM,,,0
walker-edison-3-piece-hex-modern-wood-nesting-tables,3 Piece Hex Modern Wood Nesting Tables - Available in 2 Colours,Colour,Dark Walnut/Gold,,,,,AF16HEX3DW,,,38
walker-edison-16-modern-geometric-square-side-table,"16"" Modern Geometric Square Side Table - Available in 3 Colours",Colour,Slate Grey,,,,,AF16GEOSTSG,,,20
walker-edison-16-modern-geometric-square-side-table,"16"" Modern Geometric Square Side Table - Available in 3 Colours",Colour,Dark Walnut,,,,,AF16GEOSTDW,,,15
walker-edison-16-modern-geometric-square-side-table,"16"" Modern Geometric Square Side Table - Available in 3 Colours",Colour,Dark Concrete,,,,,AF16GEOSTDC,,,0
walker-edison-16-april-side-table,"16"" April Side Table - Available in 2 Colours",Colour,White Faux Marble/Gold,,,,,AF16APRSTWM,,,74
walker-edison-16-april-side-table,"16"" April Side Table - Available in 2 Colours",Colour,Grey Wash/Black,,,,,AF16APRSTGW,,,71
walker-edison-alissa-16-round-side-table,"Alissa 16"" Round Side Table - Available in 4 Colours",Colour,Faux White Marble/Gold,,,,,AF16ALSTMGD,,,73
walker-edison-alissa-16-round-side-table,"Alissa 16"" Round Side Table - Available in 4 Colours",Colour,Glass/Gold,,,,,AF16ALSTGGD,,,89
walker-edison-alissa-16-round-side-table,"Alissa 16"" Round Side Table - Available in 4 Colours",Colour,Glass/Chrome,,,,,AF16ALSTGCR,,,67
walker-edison-alissa-16-round-side-table,"Alissa 16"" Round Side Table - Available in 4 Colours",Colour,Dark Walnut/Gold,,,,,AF16ALSTDWG,,,14
walker-edison-51-modern-metal-glass-corner-computer-desk,51” Modern Metal Glass Corner Computer Desk - Available in 2 Colours,Colour,Silver,,,,,D51L29,,,0
walker-edison-51-modern-metal-glass-corner-computer-desk,51” Modern Metal Glass Corner Computer Desk - Available in 2 Colours,Colour,Black,,,,,D51B29,,,0
walker-edison-48-modern-wood-computer-desk,"48"" Modern Wood and Glass Computer Desk - Available in 2 Colours",Colour,White,,,,,D48X30WH,,,23
walker-edison-48-modern-wood-computer-desk,"48"" Modern Wood and Glass Computer Desk - Available in 2 Colours",Colour,Black,,,,,D48X30BL,,,140
walker-edison-42-industrial-secretary-desk-with-hutch,"42"" Industrial Secretary Desk with Hutch - Available in 2 Colours",Colour,Dark Walnut,,,,,D42NYSECDW,,,0
walker-edison-42-industrial-secretary-desk-with-hutch,"42"" Industrial Secretary Desk with Hutch - Available in 2 Colours",Colour,Grey Wash,,,,,D42NYSECGW,,,0
walker-edison-31-glass-modern-computer-desk,"31"" Glass Modern Computer Desk - Available in 2 Colours",Colour,Black,,,,,D31S29B,,,0
walker-edison-31-glass-modern-computer-desk,"31"" Glass Modern Computer Desk - Available in 2 Colours",Colour,Silver,,,,,D31S29,,,0
walker-edison-58-mid-century-modern-tv-stand-in-white,"58"" Mid Century Modern TV Stand in White",Title,Default Title,,,,,W58BMHPASSW,,,144
walker-edison-63-rustic-industrial-bookcase,"63"" Rustic Industrial Bookcase - Available in 5 Colours",Colour,Rustic Oak,,,,,BS60RMWRO,,,43
walker-edison-63-rustic-industrial-bookcase,"63"" Rustic Industrial Bookcase - Available in 5 Colours",Colour,Grey Wash,,,,,BS60RMWGW,,,30
walker-edison-63-rustic-industrial-bookcase,"63"" Rustic Industrial Bookcase - Available in 5 Colours",Colour,Dark Walnut,,,,,BS60RMWDW,,,70
walker-edison-63-rustic-industrial-bookcase,"63"" Rustic Industrial Bookcase - Available in 5 Colours",Colour,Barnwood,,,,,BS60RMWBW,,,71
walker-edison-63-rustic-industrial-bookcase,"63"" Rustic Industrial Bookcase - Available in 5 Colours",Colour,Driftwood,,,,,BS60RMWAG,,,154
walker-edison-55-modern-wood-ladder-bookcase,"55"" Modern Wood Ladder Bookcase - Available in 3 Colours",Colour,White,,,,,BS55LDWH,,,0
walker-edison-55-modern-wood-ladder-bookcase,"55"" Modern Wood Ladder Bookcase - Available in 3 Colours",Colour,Grey,,,,,BS55LDGY,,,0
walker-edison-55-modern-wood-ladder-bookcase,"55"" Modern Wood Ladder Bookcase - Available in 3 Colours",Colour,Black,,,,,BS55LDBL,,,0
walker-edison-40-industrial-wood-bookcase,"40"" Industrial Wood Bookcase - Available in 7 Colours",Colour,Slate Grey/Black Metal,,,,,BS40XMWSG,,,0
walker-edison-40-industrial-wood-bookcase,"40"" Industrial Wood Bookcase - Available in 7 Colours",Colour,Rustic Oak,,,,,BS40XMWRO,,,0
walker-edison-40-industrial-wood-bookcase,"40"" Industrial Wood Bookcase - Available in 7 Colours",Colour,Grey Wash/White Metal,,,,,BS40XMWGWW,,,96
walker-edison-40-industrial-wood-bookcase,"40"" Industrial Wood Bookcase - Available in 7 Colours",Colour,Grey Wash,,,,,BS40XMWGW,,,0
walker-edison-40-industrial-wood-bookcase,"40"" Industrial Wood Bookcase - Available in 7 Colours",Colour,Dark Walnut,,,,,BS40XMWDW,,,0
walker-edison-40-industrial-wood-bookcase,"40"" Industrial Wood Bookcase - Available in 7 Colours",Colour,Barnwood,,,,,BS40XMWBW,,,0
walker-edison-40-industrial-wood-bookcase,"40"" Industrial Wood Bookcase - Available in 7 Colours",Colour,Driftwood,,,,,BS40XMWAG,,,45
walker-edison-52-transitional-wood-glass-tv-stand-buffet,"52"" Transitional Wood Glass TV Stand Buffet - Available in 8 Colours",Colour,Walnut,,,,,W52C4CTWT,,,0
walker-edison-52-transitional-wood-glass-tv-stand-buffet,"52"" Transitional Wood Glass TV Stand Buffet - Available in 8 Colours",Colour,White,,,,,W52C4CTWH,,,13
walker-edison-52-transitional-wood-glass-tv-stand-buffet,"52"" Transitional Wood Glass TV Stand Buffet - Available in 8 Colours",Colour,Antique Red,,,,,W52C4CTRD,,,16
walker-edison-52-transitional-wood-glass-tv-stand-buffet,"52"" Transitional Wood Glass TV Stand Buffet - Available in 8 Colours",Colour,Brown,,,,,W52C4CTRB,,,0
walker-edison-52-transitional-wood-glass-tv-stand-buffet,"52"" Transitional Wood Glass TV Stand Buffet - Available in 8 Colours",Colour,Espresso,,,,,W52C4CTES,,,34
walker-edison-52-transitional-wood-glass-tv-stand-buffet,"52"" Transitional Wood Glass TV Stand Buffet - Available in 8 Colours",Colour,Black,,,,,W52C4CTBL,,,0
walker-edison-52-transitional-wood-glass-tv-stand-buffet,"52"" Transitional Wood Glass TV Stand Buffet - Available in 8 Colours",Colour,Antique White,,,,,W52C4CTAWH,,,33
walker-edison-52-transitional-wood-glass-tv-stand-buffet,"52"" Transitional Wood Glass TV Stand Buffet - Available in 8 Colours",Colour,Antique Grey,,,,,W52C4CTAGY,,,21
walker-edison-modern-rustic-farmhouse-wood-6-drawer-buffet,Modern Rustic Farmhouse Wood 6-Drawer Dresser - Available in 3 Colours,Colour,White/Rustic Oak,,,,,BU52SV6DWRO,,,0
walker-edison-modern-rustic-farmhouse-wood-6-drawer-buffet,Modern Rustic Farmhouse Wood 6-Drawer Dresser - Available in 3 Colours,Colour,Rustic Oak,,,,,BU52SV6DDW,,,34
walker-edison-modern-rustic-farmhouse-wood-6-drawer-buffet,Modern Rustic Farmhouse Wood 6-Drawer Dresser - Available in 3 Colours,Colour,Grey Wash,,,,,BU52SV6DGW,,,47
walker-edison-33-industrial-bar-cabinet-rolling-cart,"33"" Industrial Bar Cabinet Rolling Cart - Available in 2 Colours",Colour,Rustic Oak,,,,,BU33SOIBCRO,,,28
walker-edison-33-industrial-bar-cabinet-rolling-cart,"33"" Industrial Bar Cabinet Rolling Cart - Available in 2 Colours",Colour,Grey Wash,,,,,BU33SOIBCGW,,,17
walker-edison-36-mid-century-modern-bar-cabinet-in-dark-walnut,"30"" Mid Century Modern Bar Cabinet in Dark Walnut",Title,Default Title,,,,,BU30SEADW,,,0
walker-edison-34-modern-industrial-bar-serving-cart-faux-white-marble-dark-walnut,"34"" Modern Industrial Bar Serving Cart in Faux White Marble/Dark Walnut",Title,Default Title,,,,,AF34MADWWM,,,0
walker-edison-48-industrial-wood-dining-table,"48"" Industrial Wood Rectangular Dining Table - Available in 3 Colours         ",Colour,Grey Wash,,,,,TW48AIGW,,,0
walker-edison-48-industrial-wood-dining-table,"48"" Industrial Wood Rectangular Dining Table - Available in 3 Colours         ",Colour,Dark Walnut,,,,,TW48AIDW,,,31
walker-edison-48-industrial-wood-dining-table,"48"" Industrial Wood Rectangular Dining Table - Available in 3 Colours         ",Colour,Barnwood,,,,,TW48AIBW,,,19
walker-edison-46-mid-century-modern-round-dining-table-in-walnut,"46"" Mid Century Modern Round Dining Table in Walnut          ",Title,Default Title,,,,,TW46RDHPWT,,,0
walker-edison-40-urban-industrial-metal-wrap-round-dining-table-in-english-oak,"40"" Urban Industrial Metal Wrap Round Dining Table in English Oak",Title,Default Title,,,,,TW40RDWRAEO,,,0
arlo-52-inch-metal-and-wood-tv-console,Arlo 52 inch Metal and Wood TV Console - Available in 2 Colours,Colour,Rustic Oak,,,,,W52ARLORO,,,64
arlo-52-inch-metal-and-wood-tv-console,Arlo 52 inch Metal and Wood TV Console - Available in 2 Colours,Colour,Grey Wash,,,,,W52ARLOGW,,,0
alissa-round-coffee-table,Alissa Round Coffee Table - Available in 4 Colours,Colour,Glass / Chrome,,,,,AF36ALCTGCR,,,0
alissa-round-coffee-table,Alissa Round Coffee Table - Available in 4 Colours,Colour,Dark Walnut / Gold,,,,,AF36ALCTDWG,,,60
alissa-round-coffee-table,Alissa Round Coffee Table - Available in 4 Colours,Colour,Glass & Gold,,,,,AF36ALCTGGD,,,71
alissa-round-coffee-table,Alissa Round Coffee Table - Available in 4 Colours,Colour,Marble & Gold,,,,,AF36ALCTMGD,,,143
metal-wrap-round-coffee-table,Metal Wrap Round Coffee Table - Available in 6 Colours,Colour,White Faux Marble / Gold,,,,,AF30MWCTMG,,,0
metal-wrap-round-coffee-table,Metal Wrap Round Coffee Table - Available in 6 Colours,Colour,Slate Grey,,,,,AF30MWCTSG,,,0
metal-wrap-round-coffee-table,Metal Wrap Round Coffee Table - Available in 6 Colours,Colour,Rustic Oak / Black,,,,,AF30MWCTRO,,,53
metal-wrap-round-coffee-table,Metal Wrap Round Coffee Table - Available in 6 Colours,Colour,Grey Wash / Black,,,,,AF30MWCTGW,,,0
metal-wrap-round-coffee-table,Metal Wrap Round Coffee Table - Available in 6 Colours,Colour,Dark Concrete,,,,,AF30MWCTDC,,,0
metal-wrap-round-coffee-table,Metal Wrap Round Coffee Table - Available in 6 Colours,Colour,Dark Walnut / Black,,,,,AF30MWCTDW,,,38
emma-tray-rectangular-coffee-table,Emma Tray Rectangular Coffee Table - Available in 3 Colours,Colour,Rustic Oak,,,,,AF42EMICTRO,,,81
emma-tray-rectangular-coffee-table,Emma Tray Rectangular Coffee Table - Available in 3 Colours,Colour,Grey Wash,,,,,AF42EMICTGW,,,61
emma-tray-rectangular-coffee-table,Emma Tray Rectangular Coffee Table - Available in 3 Colours,Colour,Dark Walnut,,,,,AF42EMICTDW,,,60
geometric-rectangle-coffee-table,Geometric Rectangle Coffee Table - Available in 3 Colours,Colour,Dark Walnut / Gold,,,,,AF42LUXDWG,,,33
geometric-rectangle-coffee-table,Geometric Rectangle Coffee Table - Available in 3 Colours,Colour,Marble & Gold,,,,,AF42LUXWMG,,,367
geometric-rectangle-coffee-table,Geometric Rectangle Coffee Table - Available in 3 Colours,Colour,Marble & Chrome,,,,,AF42LUXWMC,,,0
metal-x-rectangular-coffee-table,Metal X Rectangular Coffee Table - Available in 4 Colours,Colour,Rustic Oak,,,,,AF40MXCTRO,,,0
metal-x-rectangular-coffee-table,Metal X Rectangular Coffee Table - Available in 4 Colours,Colour,Grey Wash,,,,,AF40MXCTGW,,,0
metal-x-rectangular-coffee-table,Metal X Rectangular Coffee Table - Available in 4 Colours,Colour,White Oak,,,,,AF40MXCTWO,,,16
metal-x-rectangular-coffee-table,Metal X Rectangular Coffee Table - Available in 4 Colours,Colour,Dark Walnut,,,,,AF40MXCTDW,,,0
angle-iron-rustic-coffee-table,Angle Iron Rustic Rectangular Coffee Table - Available in 5 Colours,Colour,Slate Grey,,,,,C46AICTSG,,,49
angle-iron-rustic-coffee-table,Angle Iron Rustic Rectangular Coffee Table - Available in 5 Colours,Colour,Rustic Oak,,,,,C46AICTRO,,,21
angle-iron-rustic-coffee-table,Angle Iron Rustic Rectangular Coffee Table - Available in 5 Colours,Colour,Grey Wash,,,,,C46AICTGW,,,125
angle-iron-rustic-coffee-table,Angle Iron Rustic Rectangular Coffee Table - Available in 5 Colours,Colour,Barnwood,,,,,C46AICTBW,,,177
angle-iron-rustic-coffee-table,Angle Iron Rustic Rectangular Coffee Table - Available in 5 Colours,Colour,Driftwood,,,,,C46AICTAG,,,121
low-wood-twin-bunk-bed-in-walnut,Low Wood Twin Over Twin Bunk Bed in Walnut,Title,Default Title,,,,,WFWJRTOTWT,,,0
low-wood-twin-bunk-bed-in-white,Low Wood Twin Over Twin Bunk Bed in White,Title,Default Title,,,,,WFWJRTOTWH,,,0
low-wood-twin-bunk-bed-in-grey,Low Wood Twin Over Twin Bunk Bed in Grey,Title,Default Title,,,,,WFWJRTOTGY,,,0
solid-wood-low-loft-bed-in-walnut,Solid Wood Low Loft Bed in Walnut,Title,Default Title,,,,,WFWJRTOLWT,,,0
solid-wood-low-loft-bed-in-white,Solid Wood Low Loft Bed in White,Title,Default Title,,,,,WFWJRTOLWH,,,0
solid-wood-low-loft-bed-in-grey,Solid Wood Low Loft Bed in Grey,Title,Default Title,,,,,WFWJRTOLGY,,,0
solid-pine-wood-twin-over-twin-bunk-bed-in-walnut,Solid Pine Wood Twin Over Twin Bunk Bed in Walnut,Title,Default Title,,,,,WFWTOTMSWT,,,0
solid-wood-twin-over-twin-mission-design-bunk-bed-in-white,Solid Wood Twin Over Twin Mission Design Bunk Bed in White,Title,Default Title,,,,,WFWTOTMSWH,,,0
solid-wood-twin-over-twin-mission-design-bunk-bed-in-grey,Solid Wood Twin Over Twin Mission Design Bunk Bed in Grey,Title,Default Title,,,,,WFWTOTMSGY,,,0
solid-wood-twin-over-twin-bunk-bed-in-white,Solid Wood Twin Over Twin Bunk Bed in White,Title,Default Title,,,,,WFWSTOTWH,,,0
solid-wood-twin-over-twin-bunk-bed-in-natural,Solid Wood Twin Over Twin Bunk Bed in Natural,Title,Default Title,,,,,WFWSTOTNL,,,0
solid-wood-twin-over-twin-bunk-bed-in-honey,Solid Wood Twin Over Twin Bunk Bed in Honey,Title,Default Title,,,,,WFWSTOTHY,,,0
solid-wood-twin-over-twin-bunk-bed-in-grey,Solid Wood Twin Over Twin Bunk Bed in Grey,Title,Default Title,,,,,WFWSTOTGY,,,0
solid-wood-twin-over-twin-bunk-bed-in-espresso,Solid Wood Twin Over Twin Bunk Bed in Espresso,Title,Default Title,,,,,WFWSTOTES,,,0
solid-wood-twin-over-twin-bunk-bed-in-cherry,Solid Wood Twin Over Twin Bunk Bed in Cherry,Title,Default Title,,,,,BWSTOTCH,,,0
solid-wood-twin-over-twin-bunk-bed-in-black,Solid Wood Twin Over Twin Bunk Bed in Black,Title,Default Title,,,,,WFWSTOTBL,,,0
solid-wood-low-loft-twin-bed-in-white,Solid Wood Low Loft Twin Bed in White,Title,Default Title,,,,,WFWSTOLLWH,,,0
solid-wood-low-loft-twin-bed-in-grey,Solid Wood Low Loft Twin Bed in Grey,Title,Default Title,,,,,WFWSTOLLGY,,,0
solid-wood-twin-trundle-bed-in-white,Solid Wood Twin Trundle Bed in White,Title,Default Title,,,,,WFTW40WH,,,0
solid-wood-twin-trundle-bed-in-grey,Solid Wood Twin Trundle Bed in Grey,Title,Default Title,,,,,WFTW40GY,,,0
premium-deluxe-twin-metal-loft-bed-in-white,Premium Deluxe Twin Metal Loft Bed in White,Title,Default Title,,,,,WFTSQTOLWH,,,14
premium-deluxe-twin-metal-loft-bed-in-mint,Premium Deluxe Twin Metal Loft Bed in Mint,Title,Default Title,,,,,WFTSQTOLMT,,,0
premium-metal-twin-over-twin-bunk-bed-in-white,Premium Metal Twin Over Twin Bunk Bed in White,Title,Default Title,,,,,WFTOTWH,,,0
premium-metal-twin-over-twin-bunk-bed-in-silver,Premium Metal Twin Over Twin Bunk Bed in Silver,Title,Default Title,,,,,WFTOTSL,,,0
premium-metal-twin-over-twin-bunk-bed-in-black,Premium Metal Twin Over Twin Bunk Bed in Black,Title,Default Title,,,,,WFTOTBL,,,0
premium-metal-twin-loft-bed-in-white,Premium Metal Twin Loft Bed in White,Title,Default Title,,,,,WFTOLWH,,,0
premium-metal-twin-loft-bed-in-silver,Premium Metal Twin Loft Bed in Silver,Title,Default Title,,,,,WFTOLSL,,,0
premium-metal-twin-loft-bed-in-black,Premium Metal Twin Loft Bed in Black,Title,Default Title,,,,,WFTOLBL,,,0
premium-metal-twin-over-full-bunk-bed-in-white,Premium Metal Twin Over Full Bunk Bed in White,Title,Default Title,,,,,WFTODWH,,,54
premium-metal-twin-over-full-bunk-bed-in-black,Premium Metal Twin Over Full Bunk Bed in Black,Title,Default Title,,,,,BTODBL,,,13
premium-metal-twin-low-loft-bed-with-desk-in-white,Premium Metal Twin Low Loft Bed with Desk in White,Title,Default Title,,,,,WFTLD46SPWH,,,0
premium-metal-twin-low-loft-bed-with-desk-in-black,Premium Metal Twin Low Loft Bed with Desk in Black,Title,Default Title,,,,,WFTLD46SPBL,,,0
twin-roll-out-trundle-bed-frame-in-white,Twin Roll Out Trundle Bed Frame in White,Title,Default Title,,,,,WFT40TBWH,,,0
twin-roll-out-trundle-bed-frame-in-silver,Twin Roll Out Trundle Bed Frame in Silver,Title,Default Title,,,,,WFT40TBSL,,,0
twin-roll-out-trundle-bed-frame-in-black,Twin Roll Out Trundle Bed Frame in Black,Title,Default Title,,,,,WFT40TBBL,,,0
premium-metal-full-size-loft-bed-in-white,Premium Metal Full Size Loft Bed in White,Title,Default Title,,,,,WFDOLWH,,,0
premium-metal-full-size-loft-bed-in-silver,Premium Metal Full Size Loft Bed in Silver,Title,Default Title,,,,,WFDOLSL,,,0
premium-metal-full-size-loft-bed-in-black,Premium Metal Full Size Loft Bed in Black,Title,Default Title,,,,,WFDOLBL,,,0
